year,ratio,issue_price
2020,,667.0
2020,,224.0
2020,,36.5
2020,,15.0
2020,,749.0
2020,,1.04
2020,,8.0
2020,,1.2
2020,,571.0
2020,,10.0
2020,,11.0
2020,,59.0
2020,,39.0
2020,,2.27
2020,,5.16
2020,,45.2
2020,,6.97
2020,,7.03
2020,,825.0
2020,,1.0
2020,,1.0
2020,,1.0
2020,,900.0
2020,,100.0
2020,,3.5
2020,,87.18
2020,,546.67
2020,20:3,
2020,20:12,
2020,20:3,
2020,20:12,
2020,,18.0
2020,,3.08
2020,,3.27
2020,,2.76
2020,,2.99
2020,,1.0
2020,,16.0
2020,,8.42
2020,,49.98
2020,20:30,
2020,,58.86
2020,,3.39
2020,,1.0
2020,,349.0
2020,,790.1
2020,,689.6
2020,,208.6
2020,,103.0
2020,,10.85
2020,,51.3
2020,,1.9
2020,,711.0
2020,,62.6
2020,,55.25
2020,,52.36
2020,,3.79
2020,,825.0
2020,,3.38
2020,,80.0
2020,,1.8
2020,,7.0
2020,,3.9
2020,,3.39
2020,20:30,
2020,,2.27
2020,,5.16
2020,,45.2
2020,,6.97
2020,,7.03
2020,,825.0
2020,,3.9
2020,,274.0
2020,20:22,
2020,,164.0
2020,,193.97
2020,,195.97
2020,,152.16
2020,,3.62
2020,20:7,
2020,,244.68
2020,,3.59
2020,,7.08
2020,,193.97
2020,,193.97
2020,4:3,
2020,2:13,175.0
2020,7:8,
2020,7:8,
2020,1:20,160.0
2020,,0.5
2020,,0.5
2020,21:30,
2020,,104.0
2020,,119.0
2020,,39.0
2020,,59.0
2020,,80.0
2020,,11.0
2020,,18.0
2020,,104.0
2020,,119.0
2020,,193.97
2020,,9.41
2020,,7.08
2020,,244.68
2020,,1.45
2020,,2.99
2020,,6.18
2020,,4.37
2020,,1.8
2020,,1.06
2020,,305.0
2020,,989.0
2020,,450.0
2020,,290.0
2020,,63.64
2020,,11.06
2020,20:8,
2020,,63.64
2020,,11.06
2020,20:8,
2020,,148.5
2020,,115.4
2020,,0.5
2020,,0.5
2020,,2.0
2020,,1.98
2020,,4.61
2020,,195.97
2020,,152.16
2020,,3.62
2020,20:7,
2020,,3.59
2020,,5.0
2020,,17.76
2020,,87.18
2020,,16.0
2020,,1.83
2020,,4.23
2020,,73.15
2020,,16.0
2020,,51.79
2020,,9.25
2020,,13.14
2020,,8.64
2020,,12.0
2020,,13.92
2020,,9.25
2020,,13.14
2020,,100.91
2020,,24.46
2020,,24.11
2020,,21.24
2020,,16.0
2020,,2.78
2020,,1.97
2020,,41.95
2020,,18.44
2020,,18.96
2020,,10.35
2020,,18.43
2020,,436.94
2020,,100.91
2020,,16.0
2020,,54.51
2020,,3.95
2020,,1.57
2020,,42.0
2020,,22.0
2020,,22.06
2020,,25.58
2020,,5.89
2020,,16.0
2020,,4.55
2020,,16.0
2020,19:16,
2020,19:16,
2020,,16.0
2020,,9.36
2020,,12.05
2020,,4.45
2020,,2.6
2020,,2.31
2020,,1.96
2020,,3.17
2020,,2.72
2020,,61.0
2020,,3.1
2020,,46.4
2020,,54.51
2020,,2.38
2020,,1.82
2020,,2.46
2020,,801.0
2020,,1.04
2020,,455.0
2020,,51.79
2020,,13.33
2020,,5.6
2020,,1.0
2020,,18.7
2020,,2.5
2020,,50.0
2020,,2.5
2020,,50.0
2020,,16.0
2020,19:11,
2020,19:15,
2020,,16.0
2020,,16.0
2020,,16.0
2020,19:13,
2020,,7.0
2020,,7.0
2020,19:10,
2020,,16.0
2020,,3.37
2020,,16.0
2020,,2.29
2020,,1.92
2020,19:2,
2020,,16.0
2020,,4.0
2020,,720.0
2020,,720.0
2020,,2.3
2020,,65.71
2020,,817.0
2020,,144.0
2020,,38.46
2020,,2.87
2020,,3.38
2020,,16.0
2020,,55.37
2020,,243.72
2020,,230.36
2020,,9.74
2020,,8.5
2020,,4.61
2020,,51.79
2020,,65.71
2020,,13.33
2020,,38.46
2020,,2.87
2020,,3.38
2020,,16.0
2020,,55.37
2020,,243.72
2020,,230.36
2020,,9.74
2020,,8.5
2020,,4.61
2020,20:7,
2020,20:7,
2020,,99.711
2020,,144.0
2020,,179.0
2020,,16.0
2020,,325.0
2020,,25.8
2020,,500.0
2020,,3.26
2020,,6.25
2020,,4.0
2020,,2.99
2020,,1.0
2020,,1.1
2020,,3.26
2020,,349.0
2020,,192.0
2020,,20.0
2020,,365.0
2020,,1.0
2020,,1.5
2020,,158.92
2020,,22.06
2020,,15.39
2020,,12.28
2020,,9.62
2020,,9.33
2020,,158.92
2020,,22.06
2020,,15.39
2020,,12.28
2020,,9.62
2020,,9.33
2020,19:23,16.0
2020,,568.0
2020,,2.5
2020,,3.36
2020,,2.34
2020,,38.2
2020,,272.0
2020,,217.0
2020,,437.0
2020,,3.3
2020,,16.0
2020,,16.0
2020,,158.92
2020,,153.2
2020,,140.04
2020,,22.06
2020,,16.0
2020,,12.28
2020,,9.33
2020,,4.42
2020,,4.56
2020,,3.37
2020,,5.11
2020,,2.89
2020,,4.27
2020,,2.37
2020,,4.42
2020,,5.11
2020,,2.34
2020,,5.3
2020,,568.0
2020,,323.0
2020,,2.99
2020,,573.0
2020,,5.0
2020,,1.0
2020,,18.7
2020,,6.0
2020,,13.0
2020,,12.0
2020,,140.04
2020,,135.46
2020,,153.2
2020,,17.74
2020,,99.98
2020,,16.0
2020,,16.0
2020,,806.0
2020,,16.0
2020,,16.0
2020,,22.17
2020,,25.8
2020,,16.0
2020,,158.92
2020,,153.2
2020,,140.04
2020,,16.0
2020,,1.57
2020,,528.0
2020,,1.57
2020,,1.04
2020,,1.57
2020,,22.17
2020,,111.0
2020,,1.5
2020,,16.0
2020,,16.0
2020,,7.1
2020,,3.5
2020,,16.0
2020,,160.0
2020,,2.5
2020,,5.0
2020,,1.5
2020,,1.0
2020,,7.1
2020,,3.5
2020,,16.0
2020,,160.0
2020,,44.0
2020,,44.0
2020,,18.7
2020,,140.0
2020,,4.0
2020,,156.0
2020,,573.0
2020,,325.0
2020,,139.0
2020,,111.0
2020,,56.0
2020,,95.0
2020,,17.0
2020,,4.0
2020,,16.0
2020,,16.0
2020,,16.0
2020,,135.46
2020,,16.0
2020,,16.0
2020,,16.0
2020,,16.0
2020,,16.0
2020,,16.0
2020,,16.0
2020,,16.0
2020,,16.0
2020,,17.0
2020,,9.0
2020,,17.0
2020,,9.0
2020,,16.0
2020,,4.0
2020,,17.0
2020,,17.0
2020,,17.0
2020,,17.0
2020,,17.0
2020,,17.0
2020,,17.0
2020,,17.0
2020,,17.0
2020,,9.0
2020,,9.0
2020,,9.0
2020,,17.0
2020,,128.0
2020,,38.2
2020,,87.18
2020,,7.08
2020,,9.25
2020,4:3,
2020,2:13,175.0
2020,7:8,
2020,7:8,
2020,1:20,160.0
2020,,1.0
2020,,1.0
2020,,1.5
2020,,1.0
2020,,119.0
2020,,39.0
2020,,80.0
2020,,153.0
2020,,113.0
2020,,119.0
2020,,39.0
2020,,80.0
2020,,153.0
2020,,113.0
2020,,18.0
2020,,17.0
2020,,173.0
2020,,1.0
2020,,1.0
2020,,16.0
2020,,10.0
2020,,6.0
2020,,95.3
2020,,145.0
2020,,189.62
2020,,5.0
2020,,10.0
2020,,3.0
2020,,20.0
2020,,918.0
2020,,784.0
2020,,2014.0
2020,,3.0
2020,,53.0
2020,,3.3
2020,,16.0
2020,,16.0
2020,,1.57
2020,,16.0
2020,,25.0
2020,,10.0
2020,,11.7
2020,,37.37
2020,,16.0
2020,,4.34
2020,,12.06
2020,,1.09
2020,,145.0
2020,,817.0
2020,,16.0
2020,,450.0
2020,,679.0
2020,,16.0
2020,,1.2
2020,,2017.0
2020,,11.1
2020,,9.0
2020,,9.0
2020,,9.0
2020,,9.0
2020,,15.0
2020,,14.1
2020,,15.0
2020,,14.1
2020,,357.0
2020,,47.0
2020,,10.0
2020,,16.0
2020,,16.0
2020,,16.0
2020,,16.0
2020,,160.0
2020,,2.0
2020,,4.0
2020,,4.0
2020,,5.0
2020,,6.0
2020,,16.0
2020,,9.3
2020,,15.0
2020,,1.04
2020,,8.0
2020,,1.0
2020,,7.14
2020,,11.1
2020,,5.0
2020,,1.0
2020,,1.1
2020,,3.38
2020,,16.13
2020,,16.13
2020,,100.0
2020,,3.0
2020,,2.1
2020,,567.0
2020,,4.0
2020,,16.0
2020,,100.0
2020,,3.0
2020,,2.1
2020,,567.0
2020,,4.0
2020,,16.0
2020,19:8,
2020,,5.3
2020,,4.7
2020,,1.17
2020,,5.62
2020,,3.42
2020,,1.0
2020,19:4,
2020,,16.0
2020,,1.57
2020,,803.0
2020,,528.0
2020,,11.24
2020,,88.77
2020,,16.0
2020,,7.5
2020,,4.61
2020,,16.0
2020,,25.0
2020,,16.0
2020,,16.0
2020,,16.0
2020,,2.34
2020,,16.0
2020,,16.0
2020,,16.0
2020,,16.0
2020,,13.0
2020,,16.0
2020,,41.0
2020,,806.0
2020,,16.0
2020,,334.0
2020,,9.0
2020,,16.0
2020,,24.18
2020,,111.0
2020,,16.0
2020,,11.7
2020,,5.4
2020,,196.8
2020,,11.65
2020,,1.57
2020,,298.0
2020,,37.37
2020,,4.34
2020,,12.06
2020,,1.45
2020,,43.17
2020,,4.37
2020,,1.8
2020,,1.06
2020,,305.0
2020,,989.0
2020,,450.0
2020,,11.06
2020,,26.27
2020,19:8,
2020,,11.06
2020,,26.27
2020,19:8,
2020,,160.0
2020,,1.0
2020,,1.5
2020,,152.16
2020,,205.64
2020,19:7,
2020,,207.53
2020,,2.22
2020,,210.02
2020,,150.87
2020,,2.5
2020,19:11,
2020,19:14,41.56
2020,,290.0
2020,,2.76
2020,,16.0
2020,,10.35
2020,,54.0
2020,,3.26
2020,,16.0
2020,,54.0
2020,,3.26
2020,,16.0
2020,,9.78
2020,19:3,
2020,19:10,14.0
2020,19:10,14.0
2020,,9.0
2020,,15.0
2020,,8.9
2020,19:0,
2020,,16.0
2020,,16.0
2020,19:2,
2020,19:6,
2020,,16.0
2020,,307.0
2020,,16.0
2020,,307.0
2020,,5.0
2020,,5.0
2020,,16.0
2020,,544.54
2021,,36.86
2021,,4.9
2021,,2.99
2021,,16.12
2021,,22.61
2021,,3.38
2021,,3.59
2021,,3.78
2021,,6.0
2021,,7.87
2021,,185.0
2021,,185.0
2021,,362.0
2021,,17.0
2021,,4.89
2021,,291.0
2021,,349.0
2021,,5.74
2021,,1.3
2021,,42.56
2021,,58.86
2021,,879.8
2021,,70.76
2021,,789.7
2021,,233.8
2021,,124.74
2021,,1.9
2021,,4.0
2021,,1.6
2021,,614.0
2021,,9.01
2021,,1.0
2021,,16.0
2021,,255.0
2021,,62.6
2021,,988.0
2021,,582.0
2021,,3.1
2021,,1.0
2021,,6.6
2021,,16.0
2021,,31.0
2021,,73.0
2021,22:1,
2021,22:16,
2021,21:16,
2021,,6.14
2021,,10.21
2021,,3.61
2021,,164.0
2021,,122.0
2021,21:27,
2021,,3.48
2021,,3.32
2021,,147.0
2021,,97.0
2021,,2025.0
2021,,147.0
2021,,97.0
2021,21:4,
2021,,16.0
2021,,10.21
2021,,9.01
2021,,109.0
2021,,59.33
2021,,120.0
2021,,2.84
2021,21:3,
2021,,154.5
2021,,81.0
2021,,18.0
2021,,3.21
2021,,5.41
2021,,3.08
2021,,81.0
2021,,18.0
2021,,3.21
2021,,5.41
2021,,3.08
2021,,165.0
2021,,81.0
2021,21:13,
2021,,18.0
2021,,5.41
2021,,3.08
2021,,39.83
2021,,39.83
2021,,16.0
2021,,120.0
2021,,6.0
2021,,120.0
2021,,110.0
2021,,990.0
2021,,1.5
2021,,16.0
2021,21:4,
2021,,13.55
2021,,3.21
2021,,48.91
2021,,900.0
2021,,628.21
2021,,4.61
2021,,4.0
2021,21:18,
2021,,4.87
2021,,3.9
2021,21:29,
2021,,2.96
2021,,5.39
2021,21:24,
2021,,51.35
2021,,6.19
2021,,1.6
2021,,825.0
2021,21:18,
2021,,1.0
2021,,4.87
2021,21:29,
2021,,2.96
2021,,5.39
2021,21:24,
2021,,51.35
2021,,6.19
2021,,1.6
2021,,825.0
2021,,1.0
2021,,900.0
2021,21:13,
2021,21:3,
2021,,154.5
2021,,12.77
2021,,3.9
2021,21:18,
2021,,127.68
2021,21:18,
2021,,18.63
2021,,1.64
2021,,3.21
2021,,29.26
2021,,4.08
2021,,253.0
2021,,614.0
2021,,105.0
2021,,39.26
2021,,15.57
2021,,27.32
2021,,5.45
2021,,24.43
2021,,3.5
2021,,1.91
2021,,20.44
2021,,20.76
2021,,2.0
2021,,6.42
2021,,3.6
2021,,19.05
2021,,8.56
2021,,7.99
2021,,16.0
2021,,30.81
2021,,10.69
2021,,7.03
2021,,95.32
2021,,6.42
2021,,3.6
2021,,3.95
2021,,19.05
2021,,12.89
2021,,305.0
2021,,71.4
2021,,97.0
2021,,150.0
2021,,4.3
2021,,4.3
2021,,9.98
2021,,4.3
2021,,9.98
2021,,990.0
2021,,293.87
2021,,199.83
2021,,360.0
2021,,218.07
2021,,171.96
2021,,4.9
2021,,244.36
2021,,26.28
2021,,17.77
2021,,218.07
2021,,127.68
2021,,244.36
2021,,145.45
2021,,305.0
2021,,4.9
2021,,12.89
2021,,1.91
2021,,18.63
2021,,1.64
2021,,3.21
2021,,203.0
2021,,145.45
2021,21:4,
2021,,8.56
2021,,16.0
2021,,101.5
2021,,134.56
2021,,30.44
2021,,154.5
2021,,39.36
2021,,31.69
2021,,165.0
2021,,6.4
2021,,7.8
2021,,163.1
2021,,16.0
2021,,33.53
2021,,110.72
2021,,25.71
2021,,163.1
2021,,168.09
2021,,536.79
2021,,234.7
2021,,147.2
2021,,58.8
2021,,77.61
2021,,48.71
2021,,20.44
2021,,10.05
2021,21:20,
2021,,29.0
2021,21:6,
2021,,29.0
2021,21:6,
2021,21:30,
2021,,717.8
2021,,7.99
2021,,536.79
2021,,7.93
2021,,30.81
2021,,10.69
2021,,5.33
2021,,95.32
2021,,172.9
2021,,6.88
2021,,1.49
2021,,3.25
2021,,3.43
